years_owned,property_value,square_feet,bedrooms,bathrooms,property_age,neighborhood,distance_to_t,school_rating,property_tax,has_liens,lien_amount,mortgage_rate,income_to_mortgage_ratio,market_inventory_months,avg_days_on_market,last_transaction_date,sale_probability
4,473276,1422,3,2.0,123,Dorchester,0.26,6.6,1678,0,0,4.89,3.27,1.6,31,2021-04-09,0.36
8,1234612,1094,2,2.0,19,Jamaica Plain,1.2,8.6,6715,0,0,5.06,3.84,3.7,23,2017-04-10,0.32
2,653303,426,3,2.0,196,Back Bay,0.57,7.8,7699,0,0,2.63,4.43,3.4,45,2023-04-09,0.3
3,1115147,2044,2,4.0,119,East Boston,0.42,9.7,9923,1,6611,3.98,2.95,5.6,40,2022-04-09,0.28
16,1206394,704,1,1.5,45,Beacon Hill,0.24,6.3,7903,1,7068,4.58,2.99,1.8,57,2009-04-12,0.01
1,1049493,1866,2,2.5,193,Dorchester,0.25,8.3,4019,0,0,5.54,3.46,3.9,61,2024-04-08,0.28
1,620513,1615,4,2.5,227,Roslindale,0.34,4.3,5374,0,0,3.88,2.47,2.2,23,2024-04-08,0.45
2,871119,2275,3,2.0,105,North End,1.26,10.0,4458,0,0,5.89,3.49,0.9,61,2023-04-09,0.33
1,742741,1588,3,1.0,51,Brighton,2.39,8.2,4186,0,0,2.78,3.55,4.4,66,2024-04-08,0.12
2,478889,1569,3,2.5,87,East Boston,0.4,6.6,4773,0,0,4.6,3.77,4.5,21,2023-04-09,0.23
7,847307,2312,4,1.0,114,Jamaica Plain,0.35,6.6,7571,0,0,4.35,4.0,4.3,43,2018-04-10,0.4
4,396288,2034,1,2.0,100,East Boston,1.31,6.6,1821,0,0,2.23,1.58,1.5,73,2021-04-09,0.51
16,1106303,2021,2,2.5,45,North End,0.39,9.8,2994,0,0,4.43,1.96,3.6,31,2009-04-12,0.01
12,610614,2128,2,1.5,113,Roslindale,0.56,8.3,7438,0,0,3.63,2.1,4.4,35,2013-04-11,0.24
3,810347,725,4,3.0,155,Roxbury,0.18,6.3,7907,1,7475,6.62,3.61,4.9,43,2022-04-09,0.01
3,834986,2329,5,1.0,38,Dorchester,0.95,5.1,3681,0,0,3.88,3.16,4.4,38,2022-04-09,0.19
4,672328,2228,2,3.0,41,Allston,0.53,8.8,8301,0,0,5.03,0.78,4.9,39,2021-04-09,0.29
7,926008,1088,4,2.0,57,Back Bay,1.16,8.3,6951,0,0,2.65,5.84,5.1,50,2018-04-10,0.52
3,607528,1629,4,1.5,74,East Boston,1.06,8.1,4464,0,0,4.85,1.11,3.7,51,2022-04-09,0.32
7,1011389,1772,2,1.0,133,Fenway,0.17,6.9,1000,0,0,3.88,3.54,4.2,34,2018-04-10,0.43
4,346206,1705,3,4.0,154,Charlestown,0.88,6.6,1663,0,0,3.34,4.18,5.0,88,2021-04-09,0.4
6,787913,2033,3,1.0,50,Hyde Park,1.13,9.5,3683,0,0,8.0,2.64,4.1,23,2019-04-10,0.51
5,1331678,2801,5,1.5,95,South Boston,0.3,9.7,6519,0,0,3.97,4.27,5.3,56,2020-04-09,0.32
3,449900,2557,2,1.5,151,Jamaica Plain,0.13,8.0,6526,0,0,4.18,2.29,4.8,12,2022-04-09,0.38
21,546676,881,4,2.0,246,Fenway,0.0,8.5,4067,0,0,5.85,3.71,2.6,37,2004-04-13,0.01
11,904172,2235,2,2.0,94,Beacon Hill,0.42,7.4,4537,1,4019,3.35,0.88,1.5,11,2014-04-11,0.25
2,803874,2730,3,1.0,97,East Boston,0.3,4.9,4935,1,10560,5.1,4.91,3.5,38,2023-04-09,0.01
15,855189,2070,3,1.5,106,Beacon Hill,0.57,5.5,4562,0,0,5.27,3.5,1.7,46,2010-04-12,0.01
5,896756,2563,3,1.5,70,Mattapan,0.15,8.7,5327,0,0,4.87,1.59,3.6,29,2020-04-09,0.42
16,940416,3208,4,1.5,90,North End,1.37,8.9,4939,0,0,7.94,4.25,3.5,36,2009-04-12,0.06
12,1082909,2516,4,2.0,22,Dorchester,0.21,8.6,1651,0,0,3.29,5.46,5.5,53,2013-04-11,0.23
4,872945,1974,4,2.5,59,Jamaica Plain,0.18,7.5,4584,0,0,6.81,2.39,4.3,10,2021-04-09,0.38
1,677622,2531,1,1.5,112,Brighton,0.46,8.6,4954,0,0,5.21,3.25,5.0,27,2024-04-08,0.13
3,951772,1901,3,2.0,48,Back Bay,0.48,6.9,6979,0,0,5.86,2.88,2.8,75,2022-04-09,0.48
6,1319964,1816,2,2.0,135,East Boston,0.17,7.9,3337,0,0,5.01,2.58,5.8,18,2019-04-10,0.48
8,710209,1554,3,4.0,27,Fenway,0.22,6.7,5407,0,0,7.32,2.45,4.8,24,2017-04-10,0.48
3,457641,2894,3,4.0,132,Mattapan,0.13,5.4,6125,1,11298,4.02,2.72,4.1,13,2022-04-09,0.06
2,1082124,1227,3,3.0,132,South End,0.89,8.3,4703,0,0,5.25,2.79,0.8,27,2023-04-09,0.34
13,713885,2872,3,1.5,248,Roslindale,1.03,8.9,1490,0,0,6.46,3.07,5.3,33,2012-04-11,0.17
30,200000,2149,5,1.0,68,Beacon Hill,0.43,10.0,7020,0,0,3.66,2.99,6.2,129,1995-04-16,0.34
6,1004226,820,2,1.5,85,East Boston,0.88,7.4,6494,0,0,6.0,4.41,3.5,44,2019-04-10,0.5
2,589401,2057,3,1.5,186,Back Bay,0.93,5.4,5457,0,0,4.47,4.31,3.5,28,2023-04-09,0.31
3,722840,400,3,2.0,173,East Boston,0.1,6.5,5080,0,0,2.65,1.66,2.7,15,2022-04-09,0.18
1,849594,2237,2,2.5,146,East Boston,2.37,6.8,1437,0,0,2.32,2.79,1.1,24,2024-04-08,0.44
18,807149,2419,2,3.0,102,East Boston,1.2,7.2,6549,0,0,4.36,5.0,2.7,22,2007-04-13,0.09
1,962835,1385,4,3.0,183,Roslindale,0.16,7.7,7972,0,0,5.99,3.85,6.0,12,2024-04-08,0.17
7,619354,1886,4,2.0,296,South Boston,0.14,7.5,2772,0,0,2.0,3.9,5.1,18,2018-04-10,0.45
3,903931,3167,4,2.5,118,Charlestown,0.09,8.2,7690,1,3732,4.8,3.79,2.3,28,2022-04-09,0.01
6,672135,1445,5,1.5,87,Jamaica Plain,0.1,7.3,7262,0,0,5.84,3.19,2.6,30,2019-04-10,0.51
8,971643,1058,2,1.0,125,Dorchester,0.97,3.7,2713,0,0,2.58,3.45,6.7,53,2017-04-10,0.23
13,934610,2837,3,2.5,94,Jamaica Plain,0.44,7.3,4211,0,0,3.55,3.02,2.0,77,2012-04-11,0.14
2,469368,3173,3,1.0,72,Jamaica Plain,1.07,7.1,2209,1,20923,5.36,4.53,2.4,30,2023-04-09,0.14
1,1075794,1802,3,2.0,135,Roxbury,0.96,7.8,4869,0,0,5.77,3.03,2.9,57,2024-04-08,0.35
2,589210,2508,3,1.5,63,Brighton,0.65,6.5,5896,0,0,6.91,3.36,1.5,28,2023-04-09,0.31
17,992417,2739,3,2.5,116,West Roxbury,0.81,7.3,2359,1,2932,3.62,4.38,2.7,21,2008-04-12,0.01
15,860186,1280,3,2.5,31,Beacon Hill,0.01,7.8,5771,0,0,3.28,3.11,2.7,51,2010-04-12,0.07
7,1301455,1460,3,1.5,201,South Boston,0.26,6.8,6278,0,0,6.98,3.42,2.1,27,2018-04-10,0.4
7,682960,2661,2,3.0,52,Jamaica Plain,0.71,8.0,6306,0,0,3.37,3.07,5.5,22,2018-04-10,0.38
8,645204,2979,3,1.5,35,Charlestown,0.01,7.1,5909,0,0,5.26,3.39,1.7,20,2017-04-10,0.36
2,744174,2194,3,2.0,169,Hyde Park,0.02,7.2,2543,0,0,7.77,3.11,3.3,14,2023-04-09,0.13
18,659046,1184,3,2.5,187,North End,1.34,2.6,4757,0,0,5.63,2.86,2.2,36,2007-04-13,0.01
4,989982,3190,2,2.5,101,West Roxbury,0.81,5.3,5704,0,0,5.67,2.65,3.2,25,2021-04-09,0.38
4,265106,1428,3,4.0,80,Hyde Park,0.22,5.3,7922,0,0,6.42,3.29,2.1,58,2021-04-09,0.35
6,433895,1565,1,1.5,69,Beacon Hill,0.82,7.3,5004,0,0,5.29,4.72,3.6,89,2019-04-10,0.38
1,429659,2039,3,2.5,98,East Boston,1.1,8.9,5851,0,0,5.68,4.25,4.0,20,2024-04-08,0.2
2,1035092,2887,4,2.0,83,South End,0.26,6.8,3135,0,0,3.99,1.6,5.6,16,2023-04-09,0.2
10,1263184,2397,3,3.5,77,North End,0.03,8.3,2690,0,0,6.24,2.99,2.6,78,2015-04-11,0.26
1,718665,2090,2,1.5,49,Fenway,1.89,8.0,2433,0,0,5.12,2.73,5.9,38,2024-04-08,0.2
7,699353,2124,3,2.5,41,North End,0.3,7.2,4159,1,4784,2.28,1.63,2.3,37,2018-04-10,0.2
2,771015,1830,3,2.0,89,Hyde Park,0.08,7.9,9124,0,0,4.86,3.83,3.1,42,2023-04-09,0.33
4,1098563,2190,4,1.5,96,Beacon Hill,0.47,7.4,4195,1,2665,2.0,3.38,6.1,64,2021-04-09,0.15
3,471794,400,3,2.0,54,East Boston,1.02,6.8,5729,0,0,5.57,5.93,7.9,64,2022-04-09,0.22
4,821510,1592,3,1.5,59,Fenway,0.18,7.6,6114,0,0,4.15,3.1,6.0,50,2021-04-09,0.21
9,1042559,1968,3,2.0,96,Roslindale,0.22,9.2,2816,0,0,7.36,2.57,3.2,18,2016-04-10,0.59
3,900328,994,2,3.0,48,West Roxbury,0.19,7.7,4129,0,0,5.23,2.45,4.3,13,2022-04-09,0.21
6,806874,2070,2,2.0,149,Dorchester,3.35,7.3,6248,1,2282,5.89,2.96,4.5,18,2019-04-10,0.13
5,1050313,1656,3,2.0,114,North End,0.15,5.7,5856,1,9272,2.93,4.21,4.0,15,2020-04-09,0.24
8,200000,3028,3,2.0,54,South End,0.6,9.1,1012,0,0,5.53,4.35,2.0,53,2017-04-10,0.43
20,953362,2901,3,1.0,110,Allston,1.82,4.9,6188,0,0,3.54,7.01,3.9,24,2005-04-13,0.05
10,553777,1473,2,1.5,49,Mattapan,0.11,4.4,3898,0,0,6.14,2.05,2.7,49,2015-04-11,0.25
2,200810,1694,1,2.0,132,Brighton,2.47,7.6,3950,0,0,2.82,3.6,2.0,35,2023-04-09,0.34
1,903360,1748,3,1.5,50,Hyde Park,2.06,5.7,5809,0,0,4.66,2.68,3.0,24,2024-04-08,0.24
3,1162097,1483,2,1.5,79,South Boston,1.51,8.6,8045,0,0,2.76,3.92,4.0,21,2022-04-09,0.3
7,708765,1936,3,2.0,92,Back Bay,0.17,4.5,4599,0,0,4.69,5.16,5.0,23,2018-04-10,0.42
1,1035862,1269,1,1.5,185,Fenway,0.7,8.4,7358,0,0,7.53,4.53,3.1,17,2024-04-08,0.35
5,1233683,1008,3,1.5,52,Charlestown,1.0,8.2,2118,0,0,5.58,2.05,3.4,90,2020-04-09,0.38
7,1144474,2235,4,2.0,51,West Roxbury,2.99,7.2,5261,0,0,4.45,4.32,4.7,33,2018-04-10,0.39
3,1241989,2240,2,1.0,32,Roxbury,0.14,3.9,3917,0,0,2.0,0.96,3.6,35,2022-04-09,0.43
11,972638,1236,3,3.5,215,Roslindale,1.02,4.4,5564,1,4773,3.7,0.64,4.1,34,2014-04-11,0.11
1,772630,2426,1,3.0,86,Hyde Park,0.29,7.4,4407,0,0,5.21,3.2,3.6,52,2024-04-08,0.4
1,269410,1357,3,2.5,151,Brighton,0.14,6.7,2317,0,0,3.73,4.23,3.8,22,2024-04-08,0.08
10,676181,1977,3,1.0,60,East Boston,0.38,8.1,3225,0,0,6.64,3.92,1.9,66,2015-04-11,0.41
5,497026,2374,3,2.5,63,Allston,1.11,6.9,1713,0,0,4.61,5.79,3.7,29,2020-04-09,0.46
9,1401282,1776,3,3.0,82,Mattapan,0.44,6.8,2386,0,0,6.12,3.63,5.6,28,2016-04-10,0.26
4,697234,2118,4,2.5,84,Fenway,0.54,3.4,5960,1,15672,4.81,3.37,3.8,72,2021-04-09,0.18
2,786961,1438,2,1.0,123,Roxbury,3.73,8.2,4497,1,4064,4.09,4.89,2.2,22,2023-04-09,0.22
12,915445,1662,1,2.0,88,West Roxbury,0.36,6.0,5461,0,0,3.79,3.05,5.7,44,2013-04-11,0.1
12,763080,1655,4,3.0,68,Jamaica Plain,0.67,6.4,8631,0,0,2.98,3.97,4.6,34,2013-04-11,0.23
9,1258515,1277,3,2.0,218,West Roxbury,0.32,5.4,4408,0,0,6.14,4.04,4.7,24,2016-04-10,0.43
3,563205,1676,4,2.0,49,East Boston,0.35,4.7,6268,0,0,3.86,2.33,4.6,48,2022-04-09,0.19
7,808382,715,3,2.0,52,Dorchester,0.83,9.2,5056,0,0,5.28,3.96,1.8,18,2018-04-10,0.4
4,527258,1456,4,2.0,49,Charlestown,1.95,8.2,10525,0,0,3.71,6.12,4.5,24,2021-04-09,0.39
1,353993,1600,3,1.0,126,Hyde Park,0.55,8.2,1000,0,0,2.88,4.86,5.6,37,2024-04-08,0.17
18,566469,1620,3,2.0,109,Jamaica Plain,1.02,6.7,3564,0,0,5.33,2.49,2.8,82,2007-04-13,0.01
2,738888,1630,4,1.0,77,Dorchester,0.07,4.4,6308,0,0,3.38,6.31,0.6,78,2023-04-09,0.28
22,621209,1756,3,2.0,47,North End,0.17,10.0,3494,0,0,3.9,4.33,4.0,44,2003-04-14,0.09
5,542273,2135,2,1.5,92,North End,0.49,7.6,6132,0,0,2.63,4.01,3.5,29,2020-04-09,0.45
